ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
34167_s_at	0.1599	0.01472302	-3.244984	-2.9437	-1.36968	SLC6A7	solute carrier family 6 member 7
35063_at	0.1599	0.01473328	-3.244471	-2.94441	-2.162116	HGFAC	HGF activator
36721_s_at	0.16	0.01475762	-3.243257	-2.94608	-1.583464	HNF4A	hepatocyte nuclear factor 4 alpha
38231_f_at	0.1601	0.01478161	-3.242062	-2.94772	-1.718086	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
41555_at	0.1606	0.01483623	-3.239349	-2.95144	-1.401947	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
37063_r_at	0.1607	0.01485404	-3.238468	-2.95265	-2.343047	KCNV1	potassium voltage-gated channel modifier subfamily V member 1
40912_s_at	0.1607	0.0148757	-3.237396	-2.95412	-1.03151	BPHL	biphenyl hydrolase like
39799_at	0.1607	0.01488527	-3.236923	-2.95477	-1.297991	FABP5	fatty acid binding protein 5
33680_f_at	0.1607	0.01489683	-3.236353	-2.95556	-1.597146	GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	G antigen 10///G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1
789_at	0.1608	0.01493919	-3.234265	-2.95842	-1.064329	EGR1	early growth response 1
34245_at	0.1608	0.01494287	-3.234084	-2.95867	-1.556875	PXDC1	PX domain containing 1
37968_at	0.1608	0.01494544	-3.233958	-2.95885	-1.307298	NCR3	natural cytotoxicity triggering receptor 3
36796_at	0.161	0.01497267	-3.23262	-2.96068	-1.573146	SPN	sialophorin
40003_at	0.161	0.01499881	-3.231339	-2.96245	-1.135487	GP2	glycoprotein 2
2035_s_at	0.161	0.01500067	-3.231247	-2.96257	-1.110489	ENO1	enolase 1
40022_at	0.1611	0.01502453	3.23008	-2.96418	1.669163	FKTN	fukutin
35958_at	0.1612	0.01505137	3.228769	-2.96598	1.343794	GTF2IRD2B///GTF2IRD2	GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2
576_at	0.1612	0.01505783	-3.228454	-2.96641	-1.3471	NOS3	nitric oxide synthase 3
37587_at	0.1612	0.01507235	-3.227746	-2.96738	-1.454288	RCVRN	recoverin
39913_at	0.1613	0.0151009	-3.226356	-2.9693	-1.712602	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
37010_at	0.1613	0.01510814	3.226004	-2.96978	1.143833	GTF2A2	general transcription factor IIA subunit 2
33193_at	0.1615	0.01513856	-3.224527	-2.97181	-1.581875	WIPI1	WD repeat domain, phosphoinositide interacting 1
32997_at	0.1615	0.01514703	-3.224116	-2.97238	-2.042499	PAGE1	PAGE family member 1
33146_at	0.1617	0.01519293	3.221895	-2.97543	1.314739	MCL1	BCL2 family apoptosis regulator
35257_at	0.1617	0.01519333	-3.221876	-2.97546	-1.998336	APOOL	apolipoprotein O like
31604_at	0.1617	0.01520901	-3.221119	-2.9765	-1.309574	GNAS	GNAS complex locus
1587_at	0.1618	0.01523312	-3.219956	-2.9781	-1.007341	RARG	retinoic acid receptor gamma
31745_at	0.162	0.01526572	-3.218387	-2.98026	-0.984248	MUC3B///MUC3A	mucin 3B, cell surface associated///mucin 3A, cell surface associated
33477_at	0.162	0.01531914	-3.215824	-2.98378	-1.681975	RAB40A	RAB40A, member RAS oncogene family
38070_at	0.162	0.0153294	3.215334	-2.98446	1.292538	MARCH6	membrane associated ring-CH-type finger 6
36272_r_at	0.162	0.01533552	-3.215041	-2.98486	-1.473548	PMP2	peripheral myelin protein 2
39202_at	0.162	0.01533825	-3.21491	-2.98504	-1.824179	TRAF3IP1	TRAF3 interacting protein 1
34091_s_at	0.162	0.01534936	3.214379	-2.98577	1.30015	VIM	vimentin
38873_at	0.162	0.01535726	-3.214002	-2.98629	-2.842526	DCAF1	DDB1 and CUL4 associated factor 1
36141_at	0.162	0.01537446	-3.213181	-2.98742	-1.294547	CTRB2	chymotrypsinogen B2
34137_at	0.162	0.01540605	-3.211675	-2.98949	-1.88799	OR2H1	olfactory receptor family 2 subfamily H member 1
37907_at	0.162	0.01542697	3.210681	-2.99086	1.249427	F8A3///F8A2///F8A1	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1
37940_f_at	0.162	0.01543623	3.21024	-2.99147	1.154065	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
38360_at	0.162	0.0154571	-3.20925	-2.99283	-1.506566	RASGRP2	RAS guanyl releasing protein 2
35511_at	0.162	0.01545761	-3.209226	-2.99287	-2.713832	DAGLA	diacylglycerol lipase alpha
38263_at	0.162	0.01547259	-3.208516	-2.99384	-2.803468	RYR2	ryanodine receptor 2
31465_g_at	0.162	0.01547927	-3.208199	-2.99428	-1.167489	DCT	dopachrome tautomerase
31772_at	0.162	0.01548718	-3.207825	-2.99479	-1.321058	OVOL3	ovo like zinc finger 3
32362_r_at	0.162	0.01551769	-3.206382	-2.99678	-1.283281	TOP3B	topoisomerase (DNA) III beta
154_at	0.162	0.01553048	3.205778	-2.99761	1.231074	TAF1	TATA-box binding protein associated factor 1
38667_at	0.162	0.01554089	3.205288	-2.99829	0.977322	GLOD4	glyoxalase domain containing 4
1001_at	0.162	0.01554193	-3.205238	-2.99836	-1.141321	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
40628_at	0.162	0.0155427	3.205202	-2.99841	1.298637	AAK1	AP2 associated kinase 1
36810_at	0.162	0.01555639	-3.204557	-2.9993	-1.829988	KIAA0485	uncharacterized LOC57235
41168_at	0.162	0.01556236	3.204276	-2.99968	1.144337	TAPBP	TAP binding protein (tapasin)
31662_at	0.162	0.01559607	-3.202691	-3.00187	-1.568437	VPS45	vacuolar protein sorting 45 homolog
898_s_at	0.162	0.01559977	-3.202517	-3.00211	-1.122445	EFNA3	ephrin A3
34473_at	0.162	0.0156107	-3.202004	-3.00281	-1.627424	TLR5	toll like receptor 5
38882_r_at	0.162	0.01561306	-3.201893	-3.00297	-1.849314	LOC101930303///TRIM16L///TRIM16	uncharacterized LOC101930303///tripartite motif containing 16-like///tripartite motif containing 16
41073_at	0.162	0.01561674	-3.20172	-3.0032	-2.145698	LGR5	leucine rich repeat containing G protein-coupled receptor 5
937_at	0.162	0.01563296	-3.20096	-3.00425	-1.97396		
39151_at	0.162	0.01563313	-3.200952	-3.00426	-2.156879	PAPPA2	pappalysin 2
35066_g_at	0.1622	0.015691	-3.198246	-3.00799	-1.230668	AGGF1	angiogenic factor with G-patch and FHA domains 1
39371_at	0.1622	0.01569207	-3.198196	-3.00806	-1.472633	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
33096_r_at	0.1622	0.01569235	-3.198183	-3.00808	-2.305364	BFSP2	beaded filament structural protein 2
2039_s_at	0.1623	0.01571059	3.197332	-3.00925	1.01834	FYN	FYN proto-oncogene, Src family tyrosine kinase
1305_s_at	0.1623	0.01573411	-3.196237	-3.01076	-1.920927	CYP4F2///CYP4F3	cytochrome P450 family 4 subfamily F member 2///cytochrome P450 family 4 subfamily F member 3
34800_at	0.1623	0.01575141	3.195432	-3.01187	1.73212	LRIG1	leucine rich repeats and immunoglobulin like domains 1
40468_at	0.1623	0.01575361	3.19533	-3.01201	1.030988	FNBP1	formin binding protein 1
40508_at	0.1623	0.01575972	3.195046	-3.0124	1.224594	GSTA4	glutathione S-transferase alpha 4
34092_at	0.1623	0.01578186	-3.194019	-3.01382	-1.015958		
32100_r_at	0.1623	0.0157925	-3.193525	-3.0145	-1.087941	GALNS	galactosamine (N-acetyl)-6-sulfatase
41742_s_at	0.1624	0.01582666	3.191944	-3.01668	1.109188	OPTN	optineurin
36428_at	0.1624	0.0158358	-3.191522	-3.01726	-1.494944		
33704_at	0.1624	0.01584851	-3.190934	-3.01807	-2.260133	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
41383_at	0.1624	0.0158778	-3.189583	-3.01994	-1.143552	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
41567_at	0.1624	0.01588187	-3.189396	-3.02019	-2.19909	TCF15	transcription factor 15 (basic helix-loop-helix)
32866_at	0.1624	0.0158829	-3.189348	-3.02026	-1.180033	ADAMTSL2	ADAMTS like 2
1032_at	0.1624	0.01588695	-3.189162	-3.02052	-1.011224	CXCR2	C-X-C motif chemokine receptor 2
33950_g_at	0.1624	0.01590474	-3.188343	-3.02165	-0.981124	CRHR2	corticotropin releasing hormone receptor 2
34282_at	0.1626	0.01593469	3.186967	-3.02354	2.331776	NFE2L3	nuclear factor, erythroid 2 like 3
40541_at	0.1632	0.01600734	-3.18364	-3.02813	-1.235255	ASS1	argininosuccinate synthase 1
36827_at	0.1635	0.01605528	3.181454	-3.03115	1.366697	ACBD3	acyl-CoA binding domain containing 3
532_at	0.1635	0.01605997	3.18124	-3.03145	1.399916	PTH1R	parathyroid hormone 1 receptor
32188_at	0.1637	0.01611007	-3.178964	-3.03459	-1.190501	MYT1	myelin transcription factor 1
34106_at	0.1637	0.01611606	3.178692	-3.03497	1.448697	GNA12	G protein subunit alpha 12
1649_at	0.1637	0.01612391	-3.178336	-3.03546	-1.572503	SMOX	spermine oxidase
38240_at	0.1639	0.01615061	-3.177127	-3.03713	-1.1532		
40268_at	0.164	0.01619616	3.175069	-3.03997	1.145184	FOSL2	FOS like 2, AP-1 transcription factor subunit
40675_r_at	0.164	0.01620012	-3.17489	-3.04021	-2.483603	HOXC6	homeobox C6
34518_at	0.164	0.01621857	-3.174059	-3.04136	-1.375605	FSTL4	follistatin like 4
34293_at	0.164	0.01622573	-3.173736	-3.04181	-1.283476	KIFC3	kinesin family member C3
36376_at	0.164	0.01623197	3.173455	-3.0422	1.711333	SLC26A4	solute carrier family 26 member 4
39813_s_at	0.164	0.016243	3.172959	-3.04288	1.822809	PCNX4	pecanex homolog 4 (Drosophila)
1383_at	0.164	0.01625611	3.17237	-3.0437	1.061639	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
647_at	0.164	0.01626898	-3.171792	-3.04449	-1.147944	PROCR	protein C receptor
416_s_at	0.164	0.01629616	3.170573	-3.04618	1.199592	HOXC5	homeobox C5
41827_f_at	0.164	0.01629782	-3.170499	-3.04628	-1.179081	GUSBP11	glucuronidase, beta pseudogene 11
36344_at	0.1643	0.01635104	-3.168118	-3.04957	-1.207878	F2RL1	F2R like trypsin receptor 1
31690_at	0.1643	0.01635178	3.168085	-3.04961	1.411904	GLUD2	glutamate dehydrogenase 2
32999_at	0.1643	0.01636645	-3.16743	-3.05052	-1.783254	BFSP1	beaded filament structural protein 1
33730_at	0.1643	0.01637961	3.166844	-3.05133	1.919702	GPRC5A	G protein-coupled receptor class C group 5 member A
36094_at	0.1644	0.01641665	-3.165195	-3.05361	-0.980612	TNNT3	troponin T3, fast skeletal type
36733_at	0.1644	0.01641678	-3.165189	-3.05362	-1.807566	HSPB6	heat shock protein family B (small) member 6
41868_at	0.1644	0.01642456	-3.164843	-3.05409	-1.300569	GGT2///GGTLC1///GGTLC2///GGT1	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1
35674_at	0.1644	0.0164416	3.164086	-3.05514	1.205962	PADI2	peptidyl arginine deiminase 2
33535_at	0.1644	0.01645402	-3.163535	-3.0559	-1.083047	P2RX1	purinergic receptor P2X 1
32093_at	0.1645	0.01650498	-3.161279	-3.05902	-1.498989	CHD5	chromodomain helicase DNA binding protein 5
37771_at	0.1645	0.01651079	-3.161022	-3.05938	-1.489067	TAOK2	TAO kinase 2
31976_at	0.1645	0.01652433	-3.160424	-3.0602	-2.741721	MEP1B	meprin A subunit beta
37657_at	0.1645	0.01653716	-3.159858	-3.06099	-1.369309	PALM	paralemmin
31784_at	0.1645	0.01654167	-3.159659	-3.06126	-1.159959	NTN3	netrin 3
34773_at	0.1645	0.0165428	3.159609	-3.06133	1.107994	TBCA	tubulin folding cofactor A
41094_at	0.1645	0.01655289	-3.159164	-3.06195	-2.427942	PIP	prolactin induced protein
33846_at	0.1646	0.0165781	-3.158054	-3.06348	-1.560572		
32735_at	0.1649	0.0166228	3.15609	-3.0662	1.051118	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
40728_at	0.1654	0.01668725	-3.153269	-3.0701	-1.317806	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
160030_at	0.1654	0.01670114	3.152662	-3.07094	1.599911	GHR	growth hormone receptor
33482_at	0.1654	0.01671067	-3.152246	-3.07151	-1.55613	MYOD1	myogenic differentiation 1
40143_at	0.1655	0.01673917	-3.151004	-3.07323	-1.291737	FAM53B	family with sequence similarity 53 member B
37041_at	0.1655	0.01678086	3.149191	-3.07574	1.238284	ATG4B	autophagy related 4B cysteine peptidase
1869_at	0.1655	0.01678522	-3.149002	-3.076	-1.445224	TERT	telomerase reverse transcriptase
1388_g_at	0.1655	0.01679309	-3.14866	-3.07648	-1.346199	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
40726_at	0.1655	0.01680565	3.148116	-3.07723	1.811287	KIF11	kinesin family member 11
40594_r_at	0.1655	0.01680754	-3.148034	-3.07734	-1.390373	ACVRL1	activin A receptor like type 1
36307_at	0.1655	0.01681587	-3.147672	-3.07784	-1.125564	ARC	activity regulated cytoskeleton associated protein
35512_at	0.1655	0.01681911	-3.147532	-3.07804	-1.82796	ZNRF4	zinc and ring finger 4
40663_at	0.1656	0.01686461	-3.145564	-3.08076	-2.747137	REPS2	RALBP1 associated Eps domain containing 2
33426_at	0.1656	0.01687171	-3.145257	-3.08119	-2.110172	CHGB	chromogranin B
33839_at	0.1656	0.01687222	-3.145235	-3.08122	-1.11922	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
37579_at	0.1658	0.01690453	-3.143842	-3.08315	-1.116872	CYFIP2	cytoplasmic FMR1 interacting protein 2
32572_at	0.166	0.01695547	3.14165	-3.08618	1.334672	USP9X	ubiquitin specific peptidase 9, X-linked
37086_at	0.166	0.01696114	-3.141407	-3.08652	-3.118312	LYZL6	lysozyme like 6
41002_at	0.166	0.01700067	-3.139712	-3.08886	-0.96409	SLC16A5	solute carrier family 16 member 5
2065_s_at	0.166	0.01701085	-3.139276	-3.08947	-1.058317	BAX	BCL2 associated X, apoptosis regulator
41570_at	0.166	0.01701837	-3.138954	-3.08991	-1.09853	FAM149B1	family with sequence similarity 149 member B1
34711_at	0.166	0.01702683	-3.138593	-3.09042	-2.105935		
34019_at	0.166	0.01703745	-3.138139	-3.09104	-1.525826	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
31490_at	0.166	0.01705388	-3.137437	-3.09202	-1.25239	SCN5A	sodium voltage-gated channel alpha subunit 5
31886_at	0.166	0.01705991	3.13718	-3.09237	2.569572	NT5E	5'-nucleotidase ecto
32370_at	0.166	0.01706184	-3.137097	-3.09249	-1.326529	GZMH	granzyme H
41056_at	0.166	0.01706791	-3.136839	-3.09284	-1.198479	PART1	prostate androgen-regulated transcript 1 (non-protein coding)
31395_i_at	0.1662	0.01711812	-3.1347	-3.09581	-1.419096	MSI1	musashi RNA binding protein 1
41565_at	0.1662	0.0171415	-3.133708	-3.09718	-0.972072	ATXN2L	ataxin 2 like
40039_g_at	0.1662	0.01715828	-3.132995	-3.09817	-1.040137	MIR6132///ST7-OT3///ST7	microRNA 6132///ST7 overlapping transcript 3///suppression of tumorigenicity 7
31992_f_at	0.1662	0.01717169	-3.132427	-3.09896	-1.400692	HIST1H2AH	histone cluster 1, H2ah
36326_at	0.1662	0.01718549	-3.131842	-3.09977	-2.733374	NHLH2	nescient helix-loop-helix 2
34427_g_at	0.1662	0.01719502	-3.131439	-3.10033	-1.147117	MR1	major histocompatibility complex, class I-related
1865_at	0.1662	0.01720838	-3.130874	-3.10111	-1.424111	SKIL	SKI-like proto-oncogene
32583_at	0.1662	0.01721352	3.130657	-3.10141	1.457887	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
36073_at	0.1662	0.01721562	3.130568	-3.10153	3.135246	NDN	necdin, MAGE family member
1549_s_at	0.1662	0.01721938	-3.130409	-3.10175	-1.122563	SERPINB4///SERPINB3	serpin family B member 4///serpin family B member 3
37852_at	0.1663	0.01724974	3.129128	-3.10353	1.566441	MAPK10	mitogen-activated protein kinase 10
41391_at	0.1664	0.01726698	-3.128401	-3.10454	-1.444762	NOP14-AS1	NOP14 antisense RNA 1
34158_s_at	0.1665	0.01729656	-3.127157	-3.10626	-2.218477	SLC1A3	solute carrier family 1 member 3
34350_at	0.1665	0.0173029	3.12689	-3.10663	1.090261	CLIP1	CAP-Gly domain containing linker protein 1
31759_at	0.1665	0.01732844	-3.125818	-3.10812	-2.066086	SAG	S-antigen visual arrestin
35031_r_at	0.1665	0.01734636	-3.125066	-3.10916	-2.47758	FRMPD4	FERM and PDZ domain containing 4
32463_at	0.1665	0.01735887	-3.124542	-3.10989	-1.144052	ARHGAP6	Rho GTPase activating protein 6
35192_at	0.1665	0.01736818	-3.124152	-3.11043	-1.02546	GLDC	glycine decarboxylase
35153_at	0.1665	0.01737341	3.123933	-3.11073	1.183932	NBN	nibrin
31480_f_at	0.1665	0.01740637	-3.122556	-3.11264	-1.691889	MAGEA12	MAGE family member A12
40173_at	0.1665	0.01741658	-3.12213	-3.11323	-1.145939	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
37472_at	0.1665	0.01743181	3.121494	-3.11411	1.199404	MANBA	mannosidase beta
406_at	0.1665	0.0174638	-3.120162	-3.11596	-1.886676	ITGB4	integrin subunit beta 4
39234_at	0.1665	0.01747938	-3.119514	-3.11686	-1.299486	PTOV1-AS2	PTOV1 antisense RNA 2
225_at	0.1665	0.01748088	-3.119451	-3.11695	-1.339341	GNB3	G protein subunit beta 3
34388_at	0.1665	0.01748933	-3.1191	-3.11743	-2.614934	COL14A1	collagen type XIV alpha 1 chain
1595_at	0.1665	0.01750198	-3.118575	-3.11816	-1.189426	TEK	TEK receptor tyrosine kinase
31428_at	0.1665	0.01750823	-3.118316	-3.11852	-1.802285	OR5I1	olfactory receptor family 5 subfamily I member 1
38424_at	0.1665	0.01750866	3.118297	-3.11855	1.028835	ESYT1	extended synaptotagmin 1
844_at	0.1667	0.01754219	-3.116908	-3.12048	-1.080013	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
31625_at	0.1673	0.01761409	-3.113937	-3.1246	-1.7899	TTC39A	tetratricopeptide repeat domain 39A
33651_at	0.1674	0.01764399	-3.112705	-3.12631	-1.618424	AQP8	aquaporin 8
39455_r_at	0.1677	0.01769381	-3.110658	-3.12915	-1.275396	TLX2	T-cell leukemia homeobox 2
1371_s_at	0.1677	0.01772472	-3.10939	-3.13091	-1.327645	CYP2B7P///CYP2B6	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6
36771_at	0.1677	0.0177579	-3.108033	-3.13279	-1.423913	CNR2	cannabinoid receptor 2
AFFX-HUMTFRR/M11507_5_at	0.1677	0.01776422	-3.107775	-3.13315	-1.403172	TFRC	transferrin receptor
34166_at	0.1677	0.01777811	-3.107207	-3.13394	-1.000064	SLC6A7	solute carrier family 6 member 7
35569_at	0.1677	0.01778302	-3.107007	-3.13422	-1.040466	ZMIZ2	zinc finger MIZ-type containing 2
40735_at	0.1677	0.01779235	-3.106626	-3.13475	-1.906046	HAL	histidine ammonia-lyase
38630_at	0.1677	0.01779859	3.106372	-3.1351	1.151414	CERS6	ceramide synthase 6
36657_at	0.1677	0.01780854	-3.105966	-3.13566	-1.17332	APOC4-APOC2///APOC4///APOC2	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2
39196_i_at	0.1677	0.01781184	3.105832	-3.13585	1.298715	LRIG1	leucine rich repeats and immunoglobulin like domains 1
40864_at	0.1677	0.01782294	3.105379	-3.13648	1.003492	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
36343_at	0.1677	0.01785041	-3.104262	-3.13803	-2.826399	TLL2	tolloid like 2
34887_at	0.1677	0.01785081	3.104246	-3.13805	1.808553	RDX	radixin
40941_at	0.1677	0.01785315	-3.104151	-3.13819	-1.326917	VAPB	VAMP associated protein B and C
32771_at	0.1681	0.01791073	-3.101814	-3.14143	-2.06309	GC	GC, vitamin D binding protein
31710_at	0.1681	0.01792725	-3.101146	-3.14236	-1.113848	YME1L1	YME1 like 1 ATPase
2062_at	0.1682	0.01794666	3.100361	-3.14345	1.083937	IGFBP7	insulin like growth factor binding protein 7
34454_r_at	0.1683	0.01797314	-3.099291	-3.14494	-1.023155	APOC4-APOC2///APOC4///APOC2	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2
33431_at	0.1687	0.01802794	-3.097084	-3.148	-2.571436	FMOD	fibromodulin
40962_s_at	0.1688	0.01805914	3.09583	-3.14974	1.198757	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
38737_at	0.1688	0.01807598	3.095154	-3.15068	2.262127	IGF1	insulin like growth factor 1
1983_at	0.1688	0.0180964	-3.094336	-3.15182	-1.06714	CCND2	cyclin D2
33633_at	0.1688	0.01810507	-3.093989	-3.1523	-1.299593	PPAN-P2RY11///P2RY11	PPAN-P2RY11 readthrough///purinergic receptor P2Y11
32233_at	0.1688	0.01810618	-3.093944	-3.15237	-1.109457	TOR1B	torsin family 1 member B
33795_at	0.1688	0.01812187	-3.093316	-3.15324	-0.972199	TCF20	transcription factor 20
38448_at	0.169	0.01816897	-3.091435	-3.15585	-1.09353	ACTN2	actinin alpha 2
160040_at	0.169	0.01817126	-3.091344	-3.15598	-2.08607	EDN3	endothelin 3
37092_at	0.169	0.01819119	-3.090549	-3.15709	-1.275291	PCDHA9	protocadherin alpha 9
31657_at	0.169	0.01820209	-3.090115	-3.15769	-1.968399	LOC100287387	uncharacterized LOC100287387
37663_at	0.169	0.01821035	3.089786	-3.15815	1.073581	DDX1	DEAD/H-box helicase 1
35376_f_at	0.169	0.01822487	-3.089209	-3.15895	-2.217878	ZNF780A	zinc finger protein 780A
37514_s_at	0.169	0.01825587	-3.087978	-3.16066	-1.621275	MASP2	mannan binding lectin serine peptidase 2
2020_at	0.169	0.01826516	-3.087609	-3.16117	-1.275916	CCND1	cyclin D1
39477_s_at	0.169	0.01828995	-3.086627	-3.16254	-1.500843	TMEM246	transmembrane protein 246
34717_s_at	0.169	0.01829589	3.086391	-3.16287	1.110307	SRSF10	serine and arginine rich splicing factor 10
1992_at	0.169	0.01830048	-3.08621	-3.16312	-1.168827	FHIT	fragile histidine triad
35164_at	0.169	0.01830802	3.085911	-3.16353	1.80617	WFS1	wolframin ER transmembrane glycoprotein
1944_f_at	0.169	0.01832419	-3.085272	-3.16442	-1.00459	MLH1	mutL homolog 1
33049_at	0.169	0.01832767	-3.085134	-3.16462	-1.860064	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
38692_at	0.169	0.01834026	3.084637	-3.16531	1.134469	NAB1	NGFI-A binding protein 1
36711_at	0.169	0.01838485	3.082878	-3.16775	2.994246	MAFF	MAF bZIP transcription factor F
